Fecha,IdVehiculo,IdModelo,IdCliente,Estado,Year,Precio
2017-04-03,8052,12,28644,Segunda Mano,2013,35921
2018-10-24,8053,4,19172,Segunda Mano,2006,18030
2021-12-21,8054,8,27622,Segunda Mano,2019,32887
2020-10-20,8055,7,4335,Nuevo,2020,42065
2023-02-07,8056,8,24181,Segunda Mano,2011,20118
2016-02-07,8057,14,26326,Segunda Mano,2012,19501
2023-12-18,8058,10,18049,Segunda Mano,2021,29524
2019-04-21,8059,9,15662,Segunda Mano,2016,24960
2022-07-02,8060,19,11864,Segunda Mano,2017,17547
2019-07-16,8061,9,15966,Segunda Mano,2004,24948
2015-02-08,8062,20,29107,Segunda Mano,2005,18367
2019-10-26,8063,9,11899,Nuevo,2019,46683
2019-01-22,8064,17,29330,Segunda Mano,2016,17658
2018-06-26,8065,12,22328,Segunda Mano,2004,24157
2018-11-09,8066,7,5558,Segunda Mano,2012,26452
2019-04-27,8067,5,9376,Segunda Mano,2016,13816
2022-05-03,8068,13,15058,Segunda Mano,2012,47312
2016-12-11,8069,8,7891,Segunda Mano,2003,29215
2019-11-21,8070,14,17378,Nuevo,2019,34386
2019-06-23,8071,8,20586,Segunda Mano,2005,27358
2018-11-24,8072,7,19843,Segunda Mano,2009,19102
2018-07-31,8073,1,20106,Nuevo,2018,25189
2018-08-19,8074,12,164,Nuevo,2018,40484
2019-01-26,8075,6,8364,Nuevo,2019,39472
2015-04-10,8076,12,13299,Segunda Mano,2014,38189
2017-03-16,8077,12,2701,Segunda Mano,2002,23803
2020-11-26,8078,7,12484,Nuevo,2020,38855
2022-01-04,8079,11,16704,Segunda Mano,2016,28253
2016-08-07,8080,14,28729,Nuevo,2016,30242
2019-08-04,8081,9,16211,Segunda Mano,2015,35539
2015-12-19,8082,8,748,Segunda Mano,2007,24869
2019-05-04,8083,5,3600,Nuevo,2019,21551
2022-12-17,8084,4,14634,Nuevo,2022,33670
2022-12-29,8085,15,11786,Nuevo,2022,21166
2022-04-02,8086,5,27771,Segunda Mano,2009,14296
2015-11-12,8087,9,12463,Segunda Mano,2012,35296
2023-02-12,8088,15,9455,Nuevo,2023,29004
2015-09-27,8089,17,12900,Segunda Mano,2004,15737
2020-05-14,8090,7,25685,Nuevo,2020,42174
2015-09-03,8091,9,28037,Nuevo,2015,39965
2015-12-21,8092,1,12691,Nuevo,2015,30463
2018-10-09,8093,7,7367,Segunda Mano,2003,14906
2020-08-21,8094,7,7360,Segunda Mano,2010,25218
2015-01-19,8095,20,3807,Segunda Mano,2000,16876
2019-07-23,8096,19,120,Segunda Mano,2007,13461
2023-12-04,8097,14,22244,Nuevo,2023,32642
2017-03-26,8098,9,21877,Segunda Mano,2002,23652
2018-02-22,8099,16,27698,Segunda Mano,2009,20367
2023-12-19,8100,9,17702,Nuevo,2023,37577
2015-04-19,8101,3,23139,Segunda Mano,2008,33667
2017-03-12,8102,5,5526,Segunda Mano,2009,18565
2017-06-20,8103,2,11922,Nuevo,2017,39214
2017-11-22,8104,11,23755,Nuevo,2017,42001
2018-03-14,8105,6,29678,Segunda Mano,2008,26383
2016-03-09,8106,9,1317,Segunda Mano,2005,24879
2020-07-23,8107,8,10769,Segunda Mano,2014,29448
2023-06-02,8108,1,20544,Nuevo,2023,27468
2015-03-22,8109,9,3280,Nuevo,2015,46390
2022-04-25,8110,11,27045,Segunda Mano,2019,29369
2017-05-29,8111,12,20269,Nuevo,2017,43970
2017-05-25,8112,11,11496,Nuevo,2017,29895
2021-10-08,8113,8,9898,Segunda Mano,2010,37026
2016-01-12,8114,11,25480,Segunda Mano,2015,25930
2017-05-18,8115,14,3282,Nuevo,2017,40230
2015-08-20,8116,14,12381,Nuevo,2015,27559
2022-03-03,8117,7,26548,Segunda Mano,2015,26986
2023-05-03,8118,13,18947,Segunda Mano,2008,36161
2023-03-11,8119,7,27782,Nuevo,2023,32681
2022-09-12,8120,16,13894,Segunda Mano,2021,21099
2017-08-12,8121,15,8759,Nuevo,2017,24044
2022-06-05,8122,4,16958,Segunda Mano,2021,21388
2021-01-13,8123,13,1025,Nuevo,2021,52893
2019-06-19,8124,11,18046,Segunda Mano,2012,20085
2018-02-03,8125,16,10596,Segunda Mano,2016,30679
2018-01-10,8126,10,9553,Segunda Mano,2015,29175
2015-03-10,8127,12,26990,Segunda Mano,2011,33447
2022-09-09,8128,17,10260,Segunda Mano,2009,14963
2020-12-30,8129,16,12443,Nuevo,2020,32521
2019-02-26,8130,7,20711,Nuevo,2019,36404
2022-09-10,8131,9,6549,Nuevo,2022,41878
2018-04-07,8132,16,14111,Segunda Mano,2006,23413
2015-02-14,8133,12,11538,Nuevo,2015,46498
2017-11-16,8134,18,14957,Segunda Mano,2003,16752
2019-04-01,8135,10,4646,Segunda Mano,2017,30902
2015-06-16,8136,14,13203,Segunda Mano,2001,16575
2016-04-05,8137,3,21624,Segunda Mano,2012,22002
2020-06-08,8138,15,6372,Nuevo,2020,28242
2015-12-04,8139,17,15867,Nuevo,2015,27712
2017-10-29,8140,8,13778,Segunda Mano,2013,43008
2022-06-02,8141,15,21239,Nuevo,2022,25733
2019-12-24,8142,12,23727,Segunda Mano,2007,35537
2017-10-08,8143,6,14802,Segunda Mano,2003,20241
2018-09-25,8144,15,774,Segunda Mano,2016,16127
2022-07-15,8145,9,21886,Segunda Mano,2019,31925
2016-08-11,8146,17,27173,Segunda Mano,2004,17544
2023-10-05,8147,8,2046,Segunda Mano,2011,21873
2018-11-23,8148,8,22756,Nuevo,2018,48774
2021-07-27,8149,7,2760,Segunda Mano,2009,23133
2017-04-26,8150,19,13570,Segunda Mano,2011,16061
2016-10-13,8151,13,5305,Segunda Mano,2001,35281
2017-06-23,8152,5,19234,Segunda Mano,2008,13709
2018-09-23,8153,6,15705,Segunda Mano,2006,21619
2018-03-19,8154,10,17723,Segunda Mano,2008,31739
2019-02-09,8155,5,13813,Nuevo,2019,23753
2015-01-29,8156,3,11441,Nuevo,2015,43719
2022-06-28,8157,9,11834,Nuevo,2022,47837
2018-09-18,8158,19,16773,Segunda Mano,2007,17225
2021-05-17,8159,1,25723,Segunda Mano,2013,18711
2016-01-23,8160,11,14047,Nuevo,2016,32183
2023-04-19,8161,12,19763,Nuevo,2023,40341
2016-02-20,8162,7,21849,Segunda Mano,2004,19514
2019-12-10,8163,5,10845,Segunda Mano,2018,20052
2020-08-20,8164,14,8974,Segunda Mano,2012,15621
2018-09-04,8165,7,29758,Segunda Mano,2008,22694
2022-07-11,8166,6,10832,Segunda Mano,2018,24231
2023-07-24,8167,5,5703,Nuevo,2023,29314
2015-09-17,8168,12,10248,Segunda Mano,2008,32923
2016-05-10,8169,20,19022,Segunda Mano,2003,24596
2022-06-27,8170,11,22602,Segunda Mano,2011,20327
2018-03-29,8171,18,256,Nuevo,2018,32958
2018-06-14,8172,12,18208,Nuevo,2018,39161
2018-04-27,8173,5,6130,Segunda Mano,2008,13894
2017-01-11,8174,1,1722,Nuevo,2017,33270
2020-10-16,8175,5,2927,Nuevo,2020,25986
2023-11-08,8176,9,22777,Segunda Mano,2010,24212
2017-06-02,8177,8,13950,Segunda Mano,2015,30866
2017-11-27,8178,4,6729,Nuevo,2017,38002
2021-08-17,8179,18,7374,Segunda Mano,2012,26503
2020-06-15,8180,9,24740,Segunda Mano,2012,29243
2022-03-09,8181,13,12341,Nuevo,2022,63558
2016-04-30,8182,5,23873,Segunda Mano,2003,15866
2023-05-17,8183,20,18456,Nuevo,2023,36693
2019-01-13,8184,9,11499,Nuevo,2019,51650
2019-04-25,8185,6,20494,Segunda Mano,2006,16701
2015-02-25,8186,13,18578,Nuevo,2015,54033
2021-04-21,8187,11,23357,Segunda Mano,2014,26892
2017-07-22,8188,10,26475,Segunda Mano,2013,28833
2021-01-22,8189,10,22341,Segunda Mano,2013,18475
2023-03-12,8190,11,10779,Nuevo,2023,39291
2015-03-01,8191,4,29174,Nuevo,2015,39164
2016-09-23,8192,5,22812,Segunda Mano,2007,14485
2019-05-17,8193,10,19954,Nuevo,2019,49092
2017-11-22,8194,13,2091,Nuevo,2017,66674
2018-05-01,8195,6,9907,Segunda Mano,2010,22527
2016-03-28,8196,16,22931,Segunda Mano,2005,15580
2021-08-26,8197,6,23892,Segunda Mano,2008,18560
2019-01-15,8198,8,14917,Segunda Mano,2015,23536
2020-11-29,8199,9,25009,Segunda Mano,2012,28066
2019-01-09,8200,16,18607,Nuevo,2019,27898
2020-07-16,8201,16,25599,Nuevo,2020,37618
2016-08-19,8202,1,21357,Nuevo,2016,29305
2017-03-03,8203,3,21866,Segunda Mano,2016,23032
2020-05-23,8204,14,11777,Segunda Mano,2005,19460
2018-05-09,8205,4,25672,Nuevo,2018,36296
2023-09-10,8206,18,10187,Nuevo,2023,28718
2020-05-29,8207,13,19581,Segunda Mano,2018,43171
2021-08-01,8208,17,10983,Segunda Mano,2011,20518
2017-08-09,8209,15,17555,Segunda Mano,2015,20661
2019-01-28,8210,10,28097,Nuevo,2019,49547
2016-05-15,8211,14,6762,Segunda Mano,2008,28760
2017-03-05,8212,5,9481,Nuevo,2017,26626
2021-12-17,8213,8,8862,Nuevo,2021,50227
2017-12-02,8214,7,9483,Segunda Mano,2015,36899
2021-11-21,8215,10,13179,Segunda Mano,2007,20352
2021-09-17,8216,10,28744,Segunda Mano,2016,23349
2016-09-01,8217,16,1834,Segunda Mano,2014,22576
2023-07-05,8218,3,14186,Segunda Mano,2008,22233
2019-08-03,8219,16,14243,Segunda Mano,2018,24587
2022-08-14,8220,11,9566,Segunda Mano,2016,20961
2015-07-04,8221,14,19519,Segunda Mano,2002,18033
2021-05-21,8222,12,16190,Nuevo,2021,37647
2015-03-02,8223,10,15303,Segunda Mano,2000,20082
2021-06-26,8224,7,1598,Nuevo,2021,46697
2015-09-20,8225,5,23817,Segunda Mano,2007,16470
2023-06-06,8226,9,28067,Segunda Mano,2017,40117
2021-04-08,8227,4,5599,Segunda Mano,2020,34283
2015-03-21,8228,2,22949,Nuevo,2015,35213
2019-03-04,8229,4,20418,Nuevo,2019,31328
2019-06-09,8230,11,5723,Segunda Mano,2006,21252
2016-09-05,8231,13,24519,Segunda Mano,2008,48102
2023-07-20,8232,10,10539,Segunda Mano,2019,35583
2023-02-25,8233,10,8881,Segunda Mano,2013,20379
2015-01-09,8234,16,26956,Nuevo,2015,35220
2016-01-03,8235,4,18026,Nuevo,2016,35245
2021-09-18,8236,6,9047,Segunda Mano,2011,19341
2016-02-29,8237,7,12829,Nuevo,2016,44109
2016-08-22,8238,6,26496,Nuevo,2016,31203
2019-01-14,8239,15,12261,Segunda Mano,2017,11612
2019-08-06,8240,11,18163,Segunda Mano,2009,22569
2019-09-16,8241,13,24530,Segunda Mano,2015,34130
2021-04-22,8242,12,2880,Nuevo,2021,42804
2020-05-22,8243,15,20294,Segunda Mano,2011,17098
2016-06-02,8244,6,4928,Segunda Mano,2007,26894
2022-02-18,8245,11,10952,Segunda Mano,2007,22153
2020-01-13,8246,11,19624,Nuevo,2020,34025
2018-07-13,8247,15,5514,Nuevo,2018,21358
2015-04-14,8248,16,3832,Segunda Mano,2014,22567
2019-08-21,8249,12,14362,Nuevo,2019,39345
2020-04-24,8250,18,7860,Nuevo,2020,39741
2019-11-10,8251,19,7915,Segunda Mano,2009,18842
2019-09-28,8252,18,21897,Segunda Mano,2010,22383
2019-02-22,8253,3,10386,Nuevo,2019,42226
2017-09-11,8254,11,11759,Nuevo,2017,33977
2021-05-30,8255,12,1827,Segunda Mano,2009,19618
2021-07-09,8256,12,2477,Nuevo,2021,38224
2021-06-21,8257,9,10810,Segunda Mano,2014,29364
2021-11-28,8258,11,27018,Segunda Mano,2015,25150
2022-09-16,8259,8,93,Nuevo,2022,47593
2020-01-30,8260,18,27771,Segunda Mano,2007,24663
2019-07-25,8261,9,5212,Segunda Mano,2010,21482
2018-06-04,8262,9,2617,Segunda Mano,2009,23655
2023-05-10,8263,14,16735,Segunda Mano,2017,23426
2023-03-22,8264,5,17644,Nuevo,2023,27659
2015-10-12,8265,4,26830,Nuevo,2015,37169
2019-09-18,8266,14,7724,Nuevo,2019,31873
2022-10-30,8267,17,26704,Segunda Mano,2013,16089
2023-12-19,8268,12,7527,Segunda Mano,2021,28336
2018-02-10,8269,12,4303,Segunda Mano,2013,24025
2023-10-30,8270,14,8774,Segunda Mano,2018,27951
2018-08-12,8271,9,5238,Nuevo,2018,52168
2017-01-16,8272,13,14560,Segunda Mano,2015,36373
2020-05-24,8273,11,8912,Nuevo,2020,38415
2022-07-05,8274,15,14653,Nuevo,2022,25629
2020-02-13,8275,18,5897,Nuevo,2020,28383
2018-09-11,8276,13,6670,Segunda Mano,2016,31681
2017-10-30,8277,9,20099,Segunda Mano,2013,31541
2021-01-19,8278,7,1365,Segunda Mano,2019,26909
2016-09-05,8279,18,7776,Nuevo,2016,32627
2016-05-01,8280,8,6240,Nuevo,2016,40289
2022-02-06,8281,5,27961,Segunda Mano,2017,14985
2018-08-01,8282,6,3101,Segunda Mano,2010,21472
2020-10-28,8283,8,21315,Nuevo,2020,43030
2023-02-17,8284,2,18785,Segunda Mano,2013,20066
2021-08-25,8285,6,7824,Nuevo,2021,38930
2015-11-21,8286,6,10043,Nuevo,2015,33472
2020-07-12,8287,18,28994,Nuevo,2020,28550
2020-09-09,8288,19,24078,Nuevo,2020,32650
2015-01-21,8289,10,3170,Nuevo,2015,49100
2023-08-15,8290,9,20363,Segunda Mano,2017,25359
2018-04-11,8291,6,6073,Segunda Mano,2003,22400
2015-05-11,8292,11,304,Segunda Mano,2000,12678
2018-10-05,8293,3,24474,Nuevo,2018,42017
2020-10-27,8294,7,1347,Nuevo,2020,39625
2016-03-14,8295,8,17342,Segunda Mano,2014,36992
2015-02-03,8296,11,28396,Nuevo,2015,39314
2015-03-03,8297,7,16833,Segunda Mano,2009,22469
2021-05-04,8298,6,16832,Segunda Mano,2018,29718
2021-11-23,8299,19,26086,Nuevo,2021,29484
2021-08-18,8300,5,13264,Nuevo,2021,28650
2021-09-18,8301,1,8630,Nuevo,2021,29674
2020-08-21,8302,13,6687,Segunda Mano,2006,34354
2015-01-22,8303,5,1433,Nuevo,2015,21663
2021-04-01,8304,11,4293,Nuevo,2021,42568
2022-02-22,8305,4,4783,Nuevo,2022,38347
2017-04-10,8306,20,22807,Segunda Mano,2003,19368
2017-10-01,8307,10,9590,Nuevo,2017,43197
2019-12-10,8308,7,14451,Nuevo,2019,37125
2017-01-12,8309,10,9749,Segunda Mano,2002,21808
2017-11-26,8310,14,7871,Segunda Mano,2008,25464
2017-12-02,8311,11,19322,Segunda Mano,2002,24404
2023-08-22,8312,1,29913,Segunda Mano,2017,20282
2022-04-15,8313,8,7108,Segunda Mano,2010,26958
2019-07-31,8314,12,21502,Segunda Mano,2012,30457
2016-05-24,8315,8,17948,Segunda Mano,2012,31399
2022-10-22,8316,6,26510,Segunda Mano,2009,21385
2015-03-22,8317,6,19631,Nuevo,2015,34724
2020-11-30,8318,13,10133,Nuevo,2020,60134
2020-06-04,8319,11,17523,Segunda Mano,2015,26903
2020-07-16,8320,11,19289,Segunda Mano,2007,24216
2018-10-22,8321,6,4216,Segunda Mano,2008,23095
2020-03-31,8322,8,23091,Segunda Mano,2009,24885
2018-11-17,8323,19,26277,Nuevo,2018,32830
2021-07-14,8324,10,13932,Segunda Mano,2016,35045
2019-11-23,8325,15,5959,Segunda Mano,2010,16428
2018-10-02,8326,16,27164,Segunda Mano,2017,18089
2021-03-09,8327,14,29384,Segunda Mano,2016,24169
2018-06-17,8328,8,16840,Segunda Mano,2014,31282
2021-03-11,8329,8,19591,Nuevo,2021,40676
2023-11-20,8330,12,1795,Nuevo,2023,55279
2020-02-15,8331,13,18207,Nuevo,2020,63524
2019-09-04,8332,11,26631,Nuevo,2019,38854
2022-01-27,8333,16,17241,Nuevo,2022,28723
2020-04-09,8334,12,530,Segunda Mano,2006,28139
2015-12-08,8335,9,21930,Segunda Mano,2011,22747
2017-08-04,8336,2,21524,Segunda Mano,2005,15316
2021-08-03,8337,9,25312,Segunda Mano,2008,31057
2016-09-06,8338,4,10808,Nuevo,2016,37902
2017-09-12,8339,5,1300,Nuevo,2017,30725
2022-05-18,8340,17,14934,Segunda Mano,2008,14738
2021-09-28,8341,12,18180,Nuevo,2021,39498
2015-09-22,8342,4,20019,Segunda Mano,2002,22230
2021-08-04,8343,8,12402,Nuevo,2021,48149
2018-10-17,8344,6,16900,Nuevo,2018,34831
2019-11-09,8345,11,9842,Segunda Mano,2005,15665
2018-05-28,8346,6,18002,Segunda Mano,2014,32301
2022-11-26,8347,19,405,Segunda Mano,2010,17619
2019-09-08,8348,9,5205,Segunda Mano,2006,25802
2017-08-04,8349,14,16649,Segunda Mano,2015,18381
2021-12-04,8350,20,7372,Nuevo,2021,41751
2022-11-19,8351,8,753,Segunda Mano,2009,21997
2016-12-19,8352,12,15652,Segunda Mano,2013,33000
2020-11-15,8353,7,879,Segunda Mano,2005,22219
2016-06-16,8354,8,6067,Segunda Mano,2010,32348
2020-10-06,8355,10,6512,Segunda Mano,2014,31194
2022-08-18,8356,3,21464,Nuevo,2022,36692
2022-08-16,8357,16,14047,Segunda Mano,2021,22425
2015-11-29,8358,14,1622,Segunda Mano,2005,15923
2022-07-15,8359,15,25102,Segunda Mano,2010,10227
2020-09-04,8360,17,10479,Nuevo,2020,25953
2016-06-24,8361,13,28456,Segunda Mano,2001,24953
2020-12-03,8362,18,26945,Segunda Mano,2007,23427
2016-04-16,8363,12,9089,Nuevo,2016,53886
2020-09-01,8364,14,9750,Segunda Mano,2016,24953
2015-02-27,8365,13,16471,Segunda Mano,2006,29644
2019-05-22,8366,6,10727,Segunda Mano,2007,15306
2018-10-29,8367,12,2437,Segunda Mano,2005,25140
2020-01-12,8368,11,2867,Segunda Mano,2015,19674
2018-10-14,8369,1,4620,Segunda Mano,2007,17572
2020-06-23,8370,15,12655,Segunda Mano,2013,19247
2018-02-13,8371,11,5657,Nuevo,2018,39768
2019-07-15,8372,8,3200,Segunda Mano,2013,37175
2018-03-13,8373,11,6986,Segunda Mano,2012,28412
2015-04-26,8374,14,18100,Segunda Mano,2012,31806
2020-12-18,8375,8,11344,Segunda Mano,2010,28191
2023-11-08,8376,2,19460,Nuevo,2023,39174
2023-12-07,8377,7,11546,Segunda Mano,2016,24846
2015-09-20,8378,7,13021,Segunda Mano,2003,22804
2020-10-10,8379,13,29149,Nuevo,2020,58695
2018-03-29,8380,12,1642,Nuevo,2018,52703
2017-07-30,8381,11,7786,Segunda Mano,2014,22267
2017-05-01,8382,12,18727,Segunda Mano,2014,38839
2023-12-11,8383,9,21214,Nuevo,2023,39382
2022-12-03,8384,9,21654,Segunda Mano,2020,42136
2015-08-05,8385,9,23649,Segunda Mano,2006,28842
2021-08-10,8386,2,20576,Segunda Mano,2014,28738
2015-10-11,8387,16,19167,Nuevo,2015,28762
2016-06-27,8388,11,25393,Nuevo,2016,31238
2018-07-15,8389,5,12006,Segunda Mano,2015,12676
2017-05-04,8390,3,10173,Segunda Mano,2014,29082
2021-03-19,8391,10,893,Segunda Mano,2019,24500
2022-10-19,8392,14,441,Segunda Mano,2010,24170
2022-06-21,8393,4,28872,Nuevo,2022,32643
2023-10-16,8394,5,5632,Segunda Mano,2012,20572
2016-05-06,8395,13,14561,Segunda Mano,2003,21733
2020-04-15,8396,11,12584,Segunda Mano,2016,26887
2017-07-09,8397,11,9181,Segunda Mano,2015,29026
2022-01-03,8398,7,7817,Segunda Mano,2010,23157
2020-01-14,8399,4,1230,Nuevo,2020,36404
2017-08-18,8400,10,14344,Segunda Mano,2010,25127
2021-01-08,8401,8,16805,Segunda Mano,2009,18859
2020-05-10,8402,11,5451,Segunda Mano,2017,22371
2015-03-25,8403,3,2410,Segunda Mano,2008,27715
2020-07-09,8404,11,3092,Nuevo,2020,37672
2020-07-21,8405,15,23325,Segunda Mano,2011,11559
2023-04-18,8406,17,1491,Segunda Mano,2012,15645
2022-02-26,8407,6,14868,Segunda Mano,2020,24024
2019-11-22,8408,12,4306,Nuevo,2019,42146
2018-04-12,8409,13,24099,Segunda Mano,2004,32202
2021-02-28,8410,19,23490,Segunda Mano,2013,19332
2023-12-03,8411,1,10132,Segunda Mano,2022,14223
2022-01-31,8412,8,6682,Segunda Mano,2015,35736
2021-03-08,8413,12,17738,Segunda Mano,2018,29961
2020-06-30,8414,12,400,Segunda Mano,2014,29868
2020-07-02,8415,9,3501,Segunda Mano,2011,27290
2019-04-17,8416,10,23652,Segunda Mano,2016,31266
2022-04-26,8417,6,11888,Nuevo,2022,43845
2021-07-28,8418,4,26883,Segunda Mano,2013,28133
2020-08-12,8419,8,17270,Segunda Mano,2016,31954
2020-07-25,8420,11,10102,Nuevo,2020,42674
2015-12-22,8421,17,22658,Segunda Mano,2012,13823
2016-02-05,8422,13,15701,Segunda Mano,2008,28496
2015-06-21,8423,10,13052,Nuevo,2015,42539
2018-02-08,8424,12,28339,Segunda Mano,2009,30740
2022-05-01,8425,4,22868,Segunda Mano,2008,16874
2020-04-18,8426,8,10058,Segunda Mano,2010,38359
2022-04-26,8427,5,28346,Segunda Mano,2020,22822
2020-09-08,8428,20,1581,Segunda Mano,2005,20251
2019-06-11,8429,13,10710,Segunda Mano,2005,32761
2020-05-26,8430,13,7532,Segunda Mano,2012,28812
2021-02-06,8431,2,7362,Segunda Mano,2016,27625
2017-11-30,8432,7,18821,Segunda Mano,2009,26690
2019-03-12,8433,4,14280,Segunda Mano,2004,19072
2023-12-14,8434,10,29539,Segunda Mano,2021,33669
2016-08-03,8435,10,8788,Segunda Mano,2004,25086
2022-12-10,8436,6,29343,Segunda Mano,2010,24564
2019-07-30,8437,12,5123,Segunda Mano,2008,27580
2019-06-26,8438,16,3072,Segunda Mano,2018,21021
2023-08-10,8439,12,21439,Segunda Mano,2021,39970
2016-12-26,8440,17,1554,Segunda Mano,2005,15237
2021-08-30,8441,12,16625,Segunda Mano,2014,30324
2016-04-28,8442,2,5003,Segunda Mano,2008,28559
2019-02-06,8443,12,14519,Segunda Mano,2011,30602
2019-12-03,8444,4,22915,Segunda Mano,2016,19984
2017-10-07,8445,6,7766,Nuevo,2017,33993
2015-01-20,8446,6,20784,Nuevo,2015,34761
2019-10-22,8447,5,12604,Segunda Mano,2014,16172
2022-03-07,8448,8,11117,Segunda Mano,2007,34418
2023-08-05,8449,6,27489,Segunda Mano,2020,26309
2019-08-14,8450,8,13083,Segunda Mano,2015,23084
2022-01-06,8451,12,3348,Segunda Mano,2020,31154
2022-08-05,8452,6,11470,Segunda Mano,2007,20879
2018-01-12,8453,10,15619,Segunda Mano,2007,24678
2016-01-04,8454,4,16952,Nuevo,2016,33363
2023-10-09,8455,6,21343,Nuevo,2023,42527
2019-05-03,8456,3,13032,Segunda Mano,2009,33009
2019-09-09,8457,5,3046,Segunda Mano,2017,14554
2021-02-04,8458,10,19167,Nuevo,2021,47477
2016-02-13,8459,17,17883,Segunda Mano,2006,22523
2022-04-20,8460,3,15983,Nuevo,2022,39870
2016-07-29,8461,17,18694,Segunda Mano,2004,14128
2023-09-09,8462,11,11566,Segunda Mano,2013,22815
2016-11-28,8463,8,21122,Segunda Mano,2012,30618
2017-01-28,8464,5,26085,Segunda Mano,2016,15868
2023-07-22,8465,9,21403,Segunda Mano,2013,30169
2021-06-03,8466,3,29623,Segunda Mano,2015,30376
2021-11-18,8467,15,17319,Segunda Mano,2011,12629
2022-06-15,8468,2,12457,Segunda Mano,2016,28393
2020-12-18,8469,5,12063,Segunda Mano,2016,17705
2017-10-31,8470,10,2600,Segunda Mano,2013,26043
2015-07-29,8471,7,28190,Segunda Mano,2007,29218
2017-09-04,8472,12,5780,Segunda Mano,2008,29439
2020-10-31,8473,10,5413,Segunda Mano,2012,28442
2015-07-11,8474,19,19606,Nuevo,2015,31037
2023-04-22,8475,7,15886,Segunda Mano,2015,27308
2019-03-09,8476,8,5629,Segunda Mano,2015,36174
2021-06-08,8477,5,17601,Segunda Mano,2016,12504
2018-01-29,8478,7,28708,Segunda Mano,2007,22535
2020-10-04,8479,10,15309,Nuevo,2020,34536
2015-09-01,8480,11,4109,Nuevo,2015,32189
2016-04-04,8481,6,23168,Nuevo,2016,39154
2015-01-29,8482,1,19909,Nuevo,2015,32121
2021-10-24,8483,11,2872,Nuevo,2021,36864
2017-08-12,8484,6,15507,Segunda Mano,2013,33047
2015-08-07,8485,19,15998,Segunda Mano,2013,14771
2022-11-14,8486,8,29682,Nuevo,2022,44392
2017-01-29,8487,16,12780,Segunda Mano,2016,20949
2017-01-10,8488,15,19226,Segunda Mano,2006,13335
2016-12-17,8489,10,12023,Segunda Mano,2010,26010
2016-04-06,8490,8,8342,Nuevo,2016,46915
2020-05-19,8491,4,14752,Nuevo,2020,32481
2020-10-09,8492,13,6788,Nuevo,2020,46253
2019-07-30,8493,11,9436,Nuevo,2019,33694
2023-10-06,8494,12,17535,Segunda Mano,2020,41328
2022-04-27,8495,9,13098,Segunda Mano,2015,26843
2015-10-21,8496,19,22317,Segunda Mano,2005,17030
2019-09-19,8497,18,25754,Nuevo,2019,35605
2018-12-01,8498,10,28242,Segunda Mano,2012,28683
2019-04-10,8499,7,12687,Segunda Mano,2015,24159
2019-11-02,8500,18,20489,Nuevo,2019,41651
2022-05-03,8501,1,23676,Nuevo,2022,23573
2016-05-10,8502,9,8167,Nuevo,2016,50547
2017-07-21,8503,7,13564,Segunda Mano,2016,30278
2023-09-15,8504,17,21969,Segunda Mano,2018,18325
2018-12-15,8505,11,21073,Segunda Mano,2008,25298
2022-05-01,8506,4,19112,Nuevo,2022,40327
2018-07-06,8507,7,5465,Segunda Mano,2005,21281
2023-12-16,8508,1,11294,Segunda Mano,2008,17161
2019-05-31,8509,10,3042,Segunda Mano,2007,32380
2015-11-17,8510,3,28532,Nuevo,2015,34658
2016-11-13,8511,13,14816,Segunda Mano,2013,39712
2018-08-29,8512,3,2418,Segunda Mano,2016,26727
2015-08-27,8513,6,19550,Nuevo,2015,38437
2023-05-12,8514,7,10034,Segunda Mano,2010,19779
2016-08-07,8515,9,4444,Nuevo,2016,54277
2023-11-10,8516,15,12352,Segunda Mano,2019,19167
2020-05-13,8517,13,14290,Segunda Mano,2008,37007
2022-11-16,8518,20,16256,Nuevo,2022,36041
2018-08-26,8519,1,15971,Segunda Mano,2007,17201
2018-01-18,8520,13,19805,Segunda Mano,2017,39495
2017-10-30,8521,9,6686,Segunda Mano,2011,40704
2018-03-19,8522,10,15008,Segunda Mano,2012,34335
2018-07-20,8523,12,10948,Segunda Mano,2017,43181
2019-08-15,8524,16,9858,Nuevo,2019,27920
2016-11-21,8525,11,6161,Segunda Mano,2012,25984
2019-05-21,8526,2,965,Segunda Mano,2017,26078
2017-04-02,8527,12,28387,Segunda Mano,2012,33103
2019-02-02,8528,8,10833,Segunda Mano,2013,25859
2023-12-20,8529,14,22189,Segunda Mano,2019,19724
2018-03-20,8530,14,21260,Segunda Mano,2016,23413
2018-09-29,8531,17,9562,Segunda Mano,2011,15298
2015-04-03,8532,15,7615,Nuevo,2015,20050
2022-09-02,8533,6,25152,Segunda Mano,2019,26027
2019-09-24,8534,8,8959,Segunda Mano,2017,33637
2015-02-04,8535,20,17919,Segunda Mano,2010,32376
2017-06-16,8536,3,21329,Segunda Mano,2008,20075
2015-03-03,8537,2,25965,Segunda Mano,2012,30765
2023-03-19,8538,14,18623,Segunda Mano,2008,17182
2021-10-22,8539,13,19891,Segunda Mano,2014,41232
2017-02-08,8540,16,22095,Nuevo,2017,32291
2016-06-16,8541,7,10863,Nuevo,2016,47696
2020-10-04,8542,9,23234,Segunda Mano,2019,32074
2017-12-13,8543,14,18877,Nuevo,2017,38507
2020-07-01,8544,1,4339,Segunda Mano,2014,13086
